Date,Arriving by date,Type,Confirmation code,Booking date,Start date,End date,Nights,Guest,Listing,Details,Reference code,Currency,Amount,Paid out,Service fee,Fast pay fee,Cleaning fee,Gross earnings,Occupancy taxes,Earnings year
05/25/2023,,Reservation,HM53NJRENB,03/19/2023,05/24/2023,05/30/2023,6,Guest 470,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,900.16,,27.84,,50.00,928.00,0.00,2023
05/25/2023,,Reservation,HMT9294KE8,05/15/2023,05/24/2023,05/27/2023,3,Guest 471,Modern City Getaway | Spacious 1BR Apt,,,USD,211.46,,6.54,,35.00,218.00,0.00,2023
05/22/2023,05/22/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 4118667616,USD,,1621.56,,,,,,
05/22/2023,,Reservation,HMHAZX3TCC,05/05/2023,05/20/2023,05/28/2023,8,Guest 410,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,526.55,,16.29,,35.00,542.84,0.00,2023
05/22/2023,,Reservation,HM3C2KMRDK,05/20/2023,05/20/2023,06/10/2023,21,Guest 399,Luxury City Center - High-rise | 1BR Apt,,,USD,1095.01,,33.87,,25.93,1128.88,0.00,2023
05/21/2023,05/22/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 5063711254,USD,,1818.60,,,,,,
05/21/2023,,Adjustment,HMH8RB9B5N,04/21/2023,05/11/2023,05/18/2023,7,Guest 472,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,-390.87,,-12.09,,-31.59,,0.00,2023
05/21/2023,,Reservation,HMRN9AYDX8,04/30/2023,05/13/2023,05/18/2023,5,Guest 473,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,397.70,,12.30,,35.00,410.00,0.00,2023
05/21/2023,,Reservation,HMRMAKHADD,04/10/2023,05/15/2023,05/18/2023,3,Guest 474,Modern City Getaway | Spacious 1BR Apt,,,USD,226.01,,6.99,,35.00,233.00,0.00,2023
05/21/2023,,Reservation,HM882P9DXW,05/16/2023,05/17/2023,05/19/2023,2,Guest 475,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,287.12,,8.88,,40.00,296.00,0.00,2023
05/21/2023,,Reservation,HMPEK3TT4F,05/07/2023,05/18/2023,05/20/2023,2,Guest 476,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,162.96,,5.04,,30.00,168.00,0.00,2023
05/21/2023,,Reservation,HMFZC9CKPR,05/18/2023,05/19/2023,05/29/2023,10,Guest 387,Top Floor Ocean View | 1BR Apt,,,USD,555.62,,17.18,,30.00,572.80,0.00,2023
05/21/2023,,Reservation,HMDR2ZQ5HT,05/15/2023,05/19/2023,05/23/2023,4,Guest 477,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,580.06,,17.94,,50.00,598.00,0.00,2023
05/13/2023,05/15/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 3731334329,USD,,1316.13,,,,,,
05/13/2023,,Reservation,HM9K3M8E8N,04/08/2023,05/08/2023,05/10/2023,2,Guest 478,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,306.52,,9.48,,40.00,316.00,0.00,2023
05/13/2023,,Reservation,HMH8RB9B5N,04/21/2023,05/11/2023,05/18/2023,7,Guest 472,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,1009.61,,31.23,,81.59,1040.84,0.00,2023
05/07/2023,05/08/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 9080504790,USD,,1040.58,,,,,,
05/07/2023,,Reservation,HM9TWBKND3,05/05/2023,05/05/2023,05/20/2023,15,Guest 399,Luxury City Center - High-rise | 1BR Apt,,,USD,1040.58,,32.18,,35.00,1072.76,0.00,2023
05/05/2023,05/05/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 7686079141,USD,,1344.42,,,,,,
05/05/2023,,Reservation,HMBDBSA53M,04/27/2023,04/27/2023,05/02/2023,5,Guest 479,Modern City Getaway | Spacious 1BR Apt,,,USD,341.44,,10.56,,35.00,352.00,0.00,2023
05/05/2023,,Reservation,HM3QK3EYSD,04/27/2023,04/27/2023,04/29/2023,2,Guest 480,Top Floor Ocean View | 1BR Apt,,,USD,129.98,,4.02,,30.00,134.00,0.00,2023
05/05/2023,,Reservation,HMSS553SFT,05/03/2023,05/03/2023,05/09/2023,6,Guest 481,Modern City Getaway | Spacious 1BR Apt,,,USD,354.05,,10.95,,35.00,365.00,0.00,2023
05/05/2023,,Reservation,HMFF38X335,03/28/2023,05/03/2023,05/07/2023,4,Guest 482,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,518.95,,16.05,,0.00,535.00,0.00,2023
04/28/2023,04/28/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 7316610378,USD,,1705.38,,,,,,
04/28/2023,,Reservation,HMDJ2KSQ4N,04/24/2023,04/24/2023,05/04/2023,10,Guest 399,Luxury City Center - High-rise | 1BR Apt,,,USD,735.38,,22.74,,35.00,758.12,0.00,2023
04/28/2023,,Reservation,HM5B4QAXTR,04/03/2023,04/26/2023,05/02/2023,6,Guest 483,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,840.02,,25.98,,50.00,866.00,0.00,2023
04/28/2023,,Reservation,HMRZK4TRKP,04/26/2023,04/26/2023,04/30/2023,4,Guest 484,Top Floor Ocean View | 1BR Apt,,,USD,129.98,,4.02,,30.00,134.00,0.00,2023
04/25/2023,04/25/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6435999272,USD,,1272.60,,,,,,
04/25/2023,,Reservation,HMZ88NAM5D,04/19/2023,04/23/2023,05/11/2023,18,Guest 485,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,1272.60,,39.36,,35.00,1311.96,0.00,2023
04/24/2023,04/24/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6487635192,USD,,1354.12,,,,,,
04/24/2023,,Reservation,HMMBS4YRR8,03/28/2023,04/19/2023,04/22/2023,3,Guest 486,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,426.80,,13.20,,50.00,440.00,0.00,2023
04/24/2023,,Reservation,HMHCQ43TYW,04/06/2023,04/19/2023,04/23/2023,4,Guest 487,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,325.92,,10.08,,35.00,336.00,0.00,2023
04/24/2023,,Reservation,HMYAEC2WY3,04/08/2023,04/21/2023,04/23/2023,2,Guest 488,Modern City Getaway | Spacious 1BR Apt,,,USD,160.05,,4.95,,35.00,165.00,0.00,2023
04/24/2023,,Reservation,HMXPDH3KSN,02/05/2023,04/22/2023,04/25/2023,3,Guest 489,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,441.35,,13.65,,50.00,455.00,0.00,2023
04/18/2023,04/19/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 4161171400,USD,,1712.24,,,,,,
04/18/2023,,Reservation,HM5D8D94BK,03/28/2023,04/14/2023,04/18/2023,4,Guest 350,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,79.54,,2.46,,7.88,82.00,0.00,2023
04/18/2023,,Reservation,HMBSAM9P2D,02/22/2023,04/14/2023,04/17/2023,3,Guest 490,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,452.99,,14.01,,50.00,467.00,0.00,2023
04/18/2023,,Reservation,HM5D8D94BK,03/28/2023,04/14/2023,04/18/2023,4,Guest 350,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,273.54,,8.46,,27.12,282.00,0.00,2023
04/18/2023,,Reservation,HM4R3JJ4C8,04/16/2023,04/16/2023,04/24/2023,8,Guest 399,Luxury City Center - High-rise | 1BR Apt,,,USD,600.62,,18.58,,35.00,619.20,0.00,2023
04/18/2023,,Reservation,HMZ9839BKR,04/13/2023,04/16/2023,04/20/2023,4,Guest 491,Modern City Getaway | Spacious 1BR Apt,,,USD,305.55,,9.45,,35.00,315.00,0.00,2023
04/18/2023,04/19/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1805219776,USD,,1568.14,,,,,,
04/18/2023,,Reservation,HMJNBTNEZ9,02/28/2023,02/28/2023,03/02/2023,2,Guest 269,Modern City Getaway | Spacious 1BR Apt,,,USD,169.75,,5.25,,35.00,175.00,0.00,2023
04/18/2023,,Reservation,HM4QMFSNET,02/27/2023,02/28/2023,03/03/2023,3,Guest 492,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,394.79,,12.21,,50.00,407.00,0.00,2023
04/18/2023,,Reservation,HM45FJXTAT,02/26/2023,03/01/2023,03/16/2023,15,Guest 493,Top Floor Ocean View | 1BR Apt,,,USD,1003.60,,31.04,,30.00,1034.64,0.00,2023
04/11/2023,04/11/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 4419865819,USD,,1139.75,,,,,,
04/11/2023,,Reservation,HM3NBCRZFZ,04/06/2023,04/07/2023,04/09/2023,2,Guest 494,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,195.94,,6.06,,30.00,202.00,0.00,2023
04/11/2023,,Reservation,HMEP8SJDPR,01/16/2023,04/09/2023,04/14/2023,5,Guest 495,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,559.69,,17.31,,50.00,577.00,0.00,2023
04/11/2023,,Reservation,HMPFH85FB4,04/04/2023,04/09/2023,04/14/2023,5,Guest 496,Modern City Getaway | Spacious 1BR Apt,,,USD,384.12,,11.88,,35.00,396.00,0.00,2023
04/08/2023,04/10/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6347583813,USD,,1430.75,,,,,,
04/08/2023,,Reservation,HMANNS8N8P,04/03/2023,04/03/2023,04/05/2023,2,Guest 475,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,40.00,300.00,0.00,2023
04/08/2023,,Reservation,HMQC82YT4N,04/04/2023,04/04/2023,04/06/2023,2,Guest 269,Top Floor Ocean View | 1BR Apt,,,USD,174.60,,5.40,,30.00,180.00,0.00,2023
04/08/2023,,Reservation,HMEY5RP9CN,03/10/2023,04/05/2023,04/08/2023,3,Guest 497,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,460.75,,14.25,,50.00,475.00,0.00,2023
04/08/2023,,Reservation,HMKPE4MFEJ,03/08/2023,04/06/2023,04/13/2023,7,Guest 498,Top Floor Ocean View | 1BR Apt,,,USD,504.40,,15.60,,0.00,520.00,0.00,2023
04/02/2023,04/03/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 2017010329,USD,,1084.78,,,,,,
04/02/2023,,Reservation,HM2RTNHY3Y,03/14/2023,03/30/2023,04/08/2023,9,Guest 499,Modern City Getaway | Spacious 1BR Apt,,,USD,648.28,,20.05,,35.00,668.33,0.00,2023
04/02/2023,,Reservation,HMTYWK5ZBJ,03/09/2023,03/31/2023,04/03/2023,3,Guest 500,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,436.50,,13.50,,50.00,450.00,0.00,2023
04/02/2023,04/03/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 3159245428,USD,,1087.87,,,,,,
04/02/2023,,Reservation,HMF34PYQ2A,03/31/2023,03/31/2023,04/15/2023,15,Guest 399,Luxury City Center - High-rise | 1BR Apt,,,USD,1087.87,,33.65,,35.00,1121.52,0.00,2023
03/23/2023,03/23/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 0709842232,USD,,1079.47,,,,,,
03/23/2023,,Reservation,HMRTZCYZ9H,02/07/2023,03/19/2023,03/27/2023,8,Guest 501,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,633.27,,19.59,,30.03,652.86,0.00,2023
03/23/2023,,Reservation,HMWT4B5AFN,03/20/2023,03/20/2023,03/23/2023,3,Guest 502,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,281.30,,8.70,,35.00,290.00,0.00,2023
03/23/2023,,Reservation,HMCTY5A4PD,03/21/2023,03/21/2023,03/23/2023,2,Guest 269,Top Floor Ocean View | 1BR Apt,,,USD,164.90,,5.10,,30.00,170.00,0.00,2023
03/21/2023,03/22/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 3736723229,USD,,2000.00,,,,,,
03/21/2023,,Reservation,HMRS35WHB2,03/14/2023,03/14/2023,03/16/2023,2,Guest 269,Modern City Getaway | Spacious 1BR Apt,,,USD,169.75,,5.25,,35.00,175.00,0.00,2023
03/21/2023,,Reservation,HMXMMZ5PES,01/30/2023,03/16/2023,03/18/2023,2,Guest 503,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,318.16,,9.84,,40.00,328.00,0.00,2023
03/21/2023,,Reservation,HM5CQSECCB,03/01/2023,03/19/2023,03/23/2023,4,Guest 504,Modern City Getaway | Spacious 1BR Apt,,,USD,286.15,,8.85,,35.00,295.00,0.00,2023
03/21/2023,,Reservation,HMMQ4TARDQ,03/18/2023,03/19/2023,03/31/2023,12,Guest 399,Luxury City Center - High-rise | 1BR Apt,,,USD,804.98,,24.90,,35.00,829.88,0.00,2023
03/21/2023,,Reservation,HMRTZCYZ9H,02/07/2023,03/19/2023,03/27/2023,8,Guest 501,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,420.96,,13.02,,19.97,433.98,0.00,2023
03/14/2023,03/14/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6987587810,USD,,1065.27,,,,,,
03/14/2023,,Reservation,HMXE5ZDSD3,03/03/2023,03/06/2023,03/19/2023,13,Guest 505,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,153.49,,4.75,,5.74,158.24,0.00,2023
03/14/2023,,Reservation,HMMRHJWEJC,03/08/2023,03/08/2023,03/10/2023,2,Guest 506,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,253.50,,7.84,,40.00,261.34,0.00,2023
03/14/2023,,Reservation,HMY9WKTM2A,03/02/2023,03/08/2023,03/10/2023,2,Guest 507,Modern City Getaway | Spacious 1BR Apt,,,USD,157.14,,4.86,,35.00,162.00,0.00,2023
03/14/2023,,Resolution Adjustment,HMY9WKTM2A,,03/08/2023,03/10/2023,2,Guest 507,Modern City Getaway | Spacious 1BR Apt,Resolution adjustment for resolution 29144736,,USD,-64.00,,,,,-64.00,,2023
03/14/2023,,Reservation,HMCYTXJACY,03/09/2023,03/10/2023,03/12/2023,2,Guest 508,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,274.14,,8.48,,40.00,282.62,0.00,2023
03/14/2023,,Reservation,HMZYZ9PFYF,02/22/2023,03/12/2023,03/14/2023,2,Guest 321,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,40.00,300.00,0.00,2023
03/08/2023,03/09/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 8118000740,USD,,1788.64,,,,,,
03/08/2023,,Reservation,HM3MXHTA8X,02/28/2023,03/03/2023,03/06/2023,3,Guest 509,Modern City Getaway | Spacious 1BR Apt,,,USD,220.19,,6.81,,35.00,227.00,0.00,2023
03/08/2023,,Reservation,HMCCE2CBEF,01/03/2023,03/03/2023,03/06/2023,3,Guest 510,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,416.13,,12.87,,50.00,429.00,0.00,2023
03/08/2023,,Reservation,HMMZD53QAF,03/05/2023,03/05/2023,03/12/2023,7,Guest 511,Luxury City Center - High-rise | 1BR Apt,,,USD,58.20,,1.80,,0.00,60.00,0.00,2023
03/08/2023,,Reservation,HMQ2CBWM3M,03/01/2023,03/06/2023,03/08/2023,2,Guest 153,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,312.34,,9.66,,40.00,322.00,0.00,2023
03/08/2023,,Reservation,HMXE5ZDSD3,03/03/2023,03/06/2023,03/19/2023,13,Guest 505,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,781.78,,24.18,,29.26,805.96,0.00,2023
02/26/2023,02/27/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 8166177885,USD,,1340.54,,,,,,
02/26/2023,,Reservation,HMKDPQJATZ,02/20/2023,02/21/2023,02/23/2023,2,Guest 269,Modern City Getaway | Spacious 1BR Apt,,,USD,171.69,,5.31,,35.00,177.00,0.00,2023
02/26/2023,,Reservation,HMPTD9N9BK,02/16/2023,02/22/2023,03/05/2023,11,Guest 512,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,721.68,,22.32,,0.00,744.00,0.00,2023
02/26/2023,,Reservation,HMHMQHA2MQ,01/26/2023,02/24/2023,02/27/2023,3,Guest 513,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,447.17,,13.83,,50.00,461.00,0.00,2023
02/22/2023,02/22/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 5339519988,USD,,1349.90,,,,,,
02/22/2023,,Reservation,HMCBSR4XBX,02/17/2023,02/20/2023,02/27/2023,7,Guest 514,Top Floor Ocean View | 1BR Apt,,,USD,428.90,,13.26,,30.00,442.16,0.00,2023
02/22/2023,,Reservation,HM9WEFA8CW,02/16/2023,02/20/2023,03/05/2023,13,Guest 515,Luxury City Center - High-rise | 1BR Apt,,,USD,921.00,,28.48,,35.00,949.48,0.00,2023
02/21/2023,02/21/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6378698059,USD,,1177.58,,,,,,
02/21/2023,,Reservation,HM45BQXHZH,02/17/2023,02/17/2023,02/19/2023,2,Guest 516,Modern City Getaway | Spacious 1BR Apt,,,USD,160.05,,4.95,,35.00,165.00,0.00,2023
02/21/2023,,Reservation,HMJQDNZWWS,02/16/2023,02/17/2023,02/20/2023,3,Guest 517,Top Floor Ocean View | 1BR Apt,,,USD,186.24,,5.76,,0.00,192.00,0.00,2023
02/21/2023,,Reservation,HMC2JSWSFY,02/17/2023,02/17/2023,02/19/2023,2,Guest 518,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,40.00,300.00,0.00,2023
02/21/2023,,Reservation,HMSP3C3SJN,01/13/2023,02/19/2023,02/23/2023,4,Guest 519,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,540.29,,16.71,,50.00,557.00,0.00,2023
02/18/2023,02/20/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 8397307603,USD,,1211.53,,,,,,
02/18/2023,,Reservation,HM9MDB55TW,02/12/2023,02/12/2023,02/14/2023,2,Guest 520,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,268.69,,8.31,,40.00,277.00,0.00,2023
02/18/2023,,Reservation,HMJ9WTRXE4,12/01/2022,02/14/2023,02/17/2023,3,Guest 521,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,420.01,,12.99,,50.00,433.00,0.00,2023
02/18/2023,,Reservation,HME3NE99ZP,02/15/2023,02/15/2023,02/17/2023,2,Guest 269,Modern City Getaway | Spacious 1BR Apt,,,USD,134.83,,4.17,,35.00,139.00,0.00,2023
02/18/2023,,Reservation,HMNQK99PSX,02/15/2023,02/16/2023,02/21/2023,5,Guest 515,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,388.00,,12.00,,35.00,400.00,0.00,2023
02/10/2023,02/13/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 0116344012,USD,,1441.41,,,,,,
02/10/2023,,Reservation,HMMHT58FC8,02/01/2023,02/01/2023,02/07/2023,6,Guest 029,Modern City Getaway | Spacious 1BR Apt,,,USD,68.87,,2.13,,6.03,71.00,0.00,2023
02/10/2023,,Reservation,HMD93BZDDH,01/26/2023,02/02/2023,02/17/2023,15,Guest 522,Luxury City Center - High-rise | 1BR Apt,,,USD,144.48,,4.47,,4.61,148.95,0.00,2023
02/10/2023,,Reservation,HMNZW3DN8Z,12/18/2022,02/05/2023,02/16/2023,11,Guest 523,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,691.65,,21.39,,35.00,713.04,0.00,2023
02/10/2023,,Reservation,HMQMH9NSC9,01/24/2023,02/08/2023,02/15/2023,7,Guest 524,Modern City Getaway | Spacious 1BR Apt,,,USD,536.41,,16.59,,35.00,553.00,0.00,2023
02/04/2023,02/06/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 7469037234,USD,,2000.00,,,,,,
02/04/2023,,Reservation,HMJJH5SRCB,12/27/2022,01/28/2023,01/30/2023,2,Guest 525,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,329.80,,10.20,,50.00,340.00,0.00,2023
02/04/2023,,Adjustment,HM5TEYRYQE,01/25/2023,01/25/2023,01/27/2023,2,Guest 526,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,-96.03,,0.00,,0.00,,0.00,2023
02/04/2023,,Reservation,HMMHT58FC8,02/01/2023,02/01/2023,02/07/2023,6,Guest 029,Modern City Getaway | Spacious 1BR Apt,,,USD,330.77,,10.23,,28.97,341.00,0.00,2023
02/04/2023,,Reservation,HMHREAT4XF,01/27/2023,02/01/2023,02/03/2023,2,Guest 527,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,192.06,,5.94,,30.00,198.00,0.00,2023
02/04/2023,,Reservation,HMK3D38MNT,01/26/2023,02/02/2023,02/04/2023,2,Guest 528,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.97,,9.03,,40.00,301.00,0.00,2023
02/04/2023,,Reservation,HMD93BZDDH,01/26/2023,02/02/2023,02/17/2023,15,Guest 522,Luxury City Center - High-rise | 1BR Apt,,,USD,951.43,,29.42,,30.39,980.85,0.00,2023
01/28/2023,01/30/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 0097400250,USD,,1157.76,,,,,,
01/28/2023,,Reservation,HM5TEYRYQE,01/25/2023,01/25/2023,01/27/2023,2,Guest 526,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,96.03,,0.00,,0.00,96.03,0.00,2023
01/28/2023,,Reservation,HMM4B52WXA,12/07/2022,01/26/2023,01/29/2023,3,Guest 529,Modern City Getaway | Spacious 1BR Apt,,,USD,275.48,,8.52,,35.00,284.00,0.00,2023
01/28/2023,,Reservation,HM22Z4QJYZ,01/04/2023,01/26/2023,01/29/2023,3,Guest 341,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,209.52,,6.48,,35.00,216.00,0.00,2023
01/28/2023,,Reservation,HMSY3F9DQW,01/26/2023,01/26/2023,01/28/2023,2,Guest 530,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,253.17,,7.83,,40.00,261.00,0.00,2023
01/28/2023,,Reservation,HMTKNMHNFE,01/21/2023,01/26/2023,01/30/2023,4,Guest 531,Luxury City Center - High-rise | 1BR Apt,,,USD,323.56,,10.01,,35.00,333.57,0.00,2023
01/22/2023,01/23/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 9028227790,USD,,1067.00,,,,,,
01/22/2023,,Reservation,HMXKDRSY3S,01/07/2023,01/18/2023,01/20/2023,2,Guest 467,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,341.44,,10.56,,40.00,352.00,0.00,2023
01/22/2023,,Reservation,HMCZHEJBEW,01/07/2023,01/19/2023,01/22/2023,3,Guest 532,Modern City Getaway | Spacious 1BR Apt,,,USD,223.10,,6.90,,35.00,230.00,0.00,2023
01/22/2023,,Reservation,HM95KQQ5CK,01/09/2023,01/20/2023,01/23/2023,3,Guest 533,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,502.46,,15.54,,50.00,518.00,0.00,2023
01/16/2023,01/16/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 0679711379,USD,,1200.46,,,,,,
01/16/2023,,Reservation,HMHA59PBDQ,01/07/2023,01/08/2023,01/14/2023,6,Guest 534,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,97.24,,3.01,,5.88,100.25,0.00,2023
01/16/2023,,Cancellation Fee,HMMQQAPEZW,01/03/2023,01/12/2023,01/16/2023,4,Guest 535,Modern City Getaway | Spacious 1BR Apt,,,USD,-120.00,,0.00,,0.00,,0.00,2023
01/16/2023,,Reservation,HMFFKZPD2W,01/04/2023,01/10/2023,01/14/2023,4,Guest 341,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,324.95,,10.05,,35.00,335.00,0.00,2023
01/16/2023,,Reservation,HM2BMK2EJ8,01/12/2023,01/14/2023,01/20/2023,6,Guest 536,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,441.35,,13.65,,35.00,455.00,0.00,2023
01/16/2023,,Reservation,HMAX3KXYBX,01/09/2023,01/14/2023,01/17/2023,3,Guest 537,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,456.92,,14.13,,50.00,471.05,0.00,2023
01/10/2023,01/11/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 8498650099,USD,,1668.16,,,,,,
01/10/2023,,Reservation,HMXKMHB4H8,12/31/2022,01/02/2023,01/05/2023,3,Guest 538,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,165.87,,5.13,,16.16,171.00,0.00,2023
01/10/2023,,Reservation,HMXKMHB4H8,12/31/2022,01/02/2023,01/05/2023,3,Guest 538,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,347.26,,10.74,,33.84,358.00,0.00,2023
01/10/2023,,Reservation,HMYZ9BQTNA,12/29/2022,01/04/2023,01/06/2023,2,Guest 539,Modern City Getaway | Spacious 1BR Apt,,,USD,167.81,,5.19,,35.00,173.00,0.00,2023
01/10/2023,,Reservation,HMQFCCXRTT,01/04/2023,01/05/2023,01/08/2023,3,Guest 540,Luxury City Center - High-rise | 1BR Apt,,,USD,258.02,,7.98,,35.00,266.00,0.00,2023
01/10/2023,,Reservation,HMHA59PBDQ,01/07/2023,01/08/2023,01/14/2023,6,Guest 534,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,729.20,,22.55,,44.12,751.75,0.00,2023
01/01/2023,01/02/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 7807295999,USD,,1550.06,,,,,,
